variant,pair_id,repo,ground_truth,generated,status,rouge1,rougeL,bertscore
v1_minimal,22,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","```java
/**
 * Creates a new instance of a batch message acker with the specified batch size.
 * 
 * The acker's bit set is initialized with all bits set to true, indicating that all messages in the batch are acknowledged.
 * 
 * @param batchSize the size of the batch
 * @return a new instance of a batch message acker
 */
static BatchMessageAcker newAcker(int batchSize) {
    BitSet bitSet = new BitSet(batchSize);
    bitSet.set(0, batchSize);
    return new BatchMessageAcker(bitSet);
}
```

Alternatively, you can also add a @since tag to indicate the version of the API where this method was introduced:

```java
/**
 * Creates a new instance of a batch message acker with the specified batch size.
 * 
 * The acker's bit set is initialized with all bits set to true, indicating that all messages in the batch are acknowledged.
 * 
 * @param batchSize the size of the batch
 * @return a new instance of a batch message acker
 * @since [version]
 */
static BatchMessageAcker newAcker(int batchSize) {
    BitSet bitSet = new BitSet(batchSize);
    bitSet.set(0, batchSize);
    return new BatchMessageAcker(bitSet);
}
```",ok,0.1972,0.1197,0.7719
v1_minimal,23,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","```java
/**
 * Constructs a new instance of the KeyValue class with the specified key and value.
 * 
 * @param key the key associated with the value
 * @param value the value associated with the key
 */
public KeyValue(K key, V value) {
    setKey(key);
    setValue(value);
}
```

Note: The types `K` and `V` are assumed to be type parameters, which is a common convention in Java for generic classes. If you want to specify the actual types, you can replace `K` and `V` with the actual type names.",ok,0.2079,0.1386,0.7876
v1_minimal,24,VoltDB/voltdb,"    /**
    * This method parses a batch of SQL statements passed in as a string
    * and verifies that they're all DDL statements.  If there are any statements
    * that are not allowed in a DDL batch, this method will indicate the position
    * and text of the first such statement.
    *
    * @param batch  A string containing one or more SQL statements
    * @return Optional.absent() if all valid statements, or an
    *   optional pair:
    *     first  - the offset of the first invalid statement in the batch
    *              (0 if it's the first stmt, 1 if it's the second, etc)
    *     second - the text of the invalid statement
    */","```java
/**
 * Finds the first non-DDL statement in a given DDL batch.
 * 
 * A DDL batch is a collection of SQL statements that are executed as a single unit.
 * This method will return the index and statement of the first non-DDL statement it encounters.
 * If the entire batch consists of DDL statements, an empty Optional will be returned.
 * 
 * @param batch the DDL batch to search
 * @return an Optional containing the index and statement of the first non-DDL statement, or an empty Optional if the batch is valid
 */
static Optional<Pair<Integer, String>> findInvalidStatementInDdlBatch(String batch) {
    // method implementation remains the same
}
```

Note: The `Pair` class is not a standard Java class. If you're using a specific library or implementation, you may need to adjust the Javadoc comment accordingly.",ok,0.5415,0.2795,0.8514
v2_structured,0,apache/flink,"	/**
	 * Configures how to partition records from Flink's partitions into Kafka's partitions.
	 *
	 * <p>This strategy ensures that each Flink partition ends up in one Kafka partition.
	 *
	 * <p>Note: One Kafka partition can contain multiple Flink partitions. Examples:
	 *
	 * <p>More Flink partitions than Kafka partitions. Some (or all) Kafka partitions contain
	 * the output of more than one flink partition:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    --------------/
	 *         3    -------------/
	 *         4    ------------/
	 * </pre>
	 *
	 *
	 * <p>Fewer Flink partitions than Kafka partitions:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    ----------------&gt;    2
	 *                                      3
	 *                                      4
	 *                                      5
	 * </pre>
	 *
	 * @see org.apache.flink.streaming.connectors.kafka.partitioner.FlinkFixedPartitioner
	 */","/**
 * Starts the Kafka instance from a specific offset on the specified partition.
 * 
 * @param partition the partition number to start from
 * @param specificOffset the specific offset to start from
 * @return this instance for method chaining
 * @throws NullPointerException if the partition or specificOffset is null
 * @throws IllegalArgumentException if the partition is less than 0 or the specificOffset is less than 0
 */",ok,0.1615,0.1242,0.7539
v2_structured,1,sleuthkit/autopsy,"    /**
     * Verify the ICCID (Integrated Circuit Card Identifier) number and
     * normalize format.
     *
     * E.118 defines as up to 22 digits long including luhn check digit while
     * GSM Phase 1 defines it as a 20 digit operator specific structure. They
     * begin with 89 which is the ISO 7812 Major Industry Identifier for
     * telecommunication, followed by a contry code of 1-3 digits as definted by
     * ITU-T E.164, followed by issuer identifier 1-4 digits, followed by 1 luhn
     * checksum digit (sometimes omitted). The hexidecimal digit F is used as
     * filler when necessary in GSM Phase 1 specification.
     *
     * 18 digits appears to be the shortest ICCID in use.
     *
     * @param data The string to normalize and validate
     *
     * @return the data with common number seperators removed and lower cased if
     *         the data was determined to be a possible ICCID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid ICCID
     */","/**
 * Normalizes the given USB ID data, replacing it with the original value for now.
 * 
 * @param data the USB ID data to be normalized
 * @return the normalized USB ID data
 * @throws CorrelationAttributeNormalizationException if an error occurs during normalization
 */",ok,0.2186,0.1749,0.8043
v2_structured,2,realm/realm-java,"    /**
     * Links the current user with a new user identity represented by the given credentials.
     * <p>
     * Linking a user with more credentials, mean the user can login either of these credentials.
     * It also makes it possible to ""upgrade"" an anonymous user by linking it with e.g.
     * Email/Password credentials.
     * <pre>
     * {@code
     * // Example
     * RealmApp app = new RealmApp(""app-id"")
     * RealmUser user = app.login(RealmCredentials.anonymous());
     * app.linkUser(RealmCredentials.emailPassword(""email"", ""password""));
     * }
     * </pre>
     * <p>
     * Note: It is not possible to link two existing users of MongoDB Realm. The provided credentials
     * must not have been used by another user.
     *
     * @param credentials the credentials to link with the current user.
     * @throws IllegalStateException if no user is currently logged in.
     * @return the {@link io.realm.RealmUser} the credentials were linked to.
     */","/**
 * Switches the current user to the specified RealmUser instance.
 *
 * @param user the RealmUser instance to switch to
 * @return the switched RealmUser instance
 * @throws NullPointerException if the provided user is null
 * @throws NativeException if a native error occurs during the user switch
 */",ok,0.2754,0.1796,0.8197
v2_structured,3,apache/flink,"	/**
	 * Reads all the bytes from a file. The method ensures that the file is
	 * closed when all bytes have been read or an I/O error, or other runtime
	 * exception, is thrown.
	 *
	 * <p>This is an implementation that follow {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)},
	 * and the difference is that it limits the size of the direct buffer to avoid
	 * direct-buffer OutOfMemoryError. When {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)}
	 * or other interfaces in java API can do this in the future, we should remove it.
	 *
	 * @param path
	 *        the path to the file
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated, for
	 *         example the file is larger that {@code 2GB}
	 */","/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read
 * @param charsetName the name of the character set to use for decoding
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.3333,0.2727,0.8452
v2_structured,4,apache/ambari,"  /**
   * validate cluster name character and length requirements and throw IllegalArgumentException if not valid.
   * <p>
   * Character Requirements
   * <p>
   * A through Z
   * a through z
   * 0 through 9
   * _ (underscore)
   * - (dash)
   * Length Requirements
   * <p>
   * Minimum: 1 character
   * Maximum: 100 characters
   * @see AmbariManagementControllerImpl#CLUSTER_NAME_VALIDATION_REGEXP
   *
   * @param clusterName name to validate
   * @throws IllegalArgumentException if validation result
   */","/**
 * Validates the provided cluster name by checking for null, empty, and invalid characters.
 * 
 * @param clusterName the name of the cluster to be validated
 * @throws IllegalArgumentException if the cluster name is null, empty, or contains invalid characters
 */",ok,0.3596,0.2921,0.8498
v2_structured,5,apache/flink,"	/**
	 * Reads all the bytes from an input stream. Uses {@code initialSize} as a hint
	 * about how many bytes the stream will have and uses {@code directBufferSize}
	 * to limit the size of the direct buffer used to read.
	 *
	 * @param source
	 *        the input stream to read from
	 * @param initialSize
	 *        the initial size of the byte array to allocate
	 * @param maxDirectBufferSize
	 *        the maximum size of the direct buffer used to read
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated
	 */","/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read from
 * @param charsetName the name of the character set to use for decoding
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.4331,0.3822,0.8531
v2_structured,6,ballerina-platform/ballerina-lang,"    /**
     * <p>
     * Parse module variable declaration.
     * </p>
     *
     * <code>
     * module-var-decl := module-init-var-decl | module-no-init-var-decl
     * <br/><br/>
     * module-init-var-decl := metadata isolated-final-quals typed-binding-pattern = expression ;
     * <br/><br/>
     * module-no-init-var-decl := metadata [final] type-descriptor variable-name ;
     * <br/><br/>
     * isolated-final-quals := (final | isolated-qual)*
     * </code>
     *
     * @param metadata           Preceding metadata
     * @param topLevelQualifiers Preceding top level qualifiers
     * @return Parsed node
     */","/**
 * Parses a module variable declaration from the given metadata.
 * 
 * @param metadata the metadata to parse
 * @return the parsed module variable declaration
 * @throws Exception if an error occurs during parsing
 */",ok,0.2474,0.2062,0.8013
v2_structured,7,DSpace/DSpace,"    /**
     * Deletes an EPerson. The argument cascade defines whether all references
     * on an EPerson should be deleted as well (by either deleting the
     * referencing object - e.g. WorkspaceItem, ResourcePolicy - or by setting
     * the foreign key null - e.g. archived Items). If cascade is set to false
     * and the EPerson is referenced somewhere, this leads to an
     * AuthorizeException. EPersons may be referenced by Items, ResourcePolicies
     * and workflow tasks.
     *
     * @param context DSpace context
     * @param ePerson The EPerson to delete.
     * @param cascade Whether to delete references on the EPerson (cascade =
     * true) or to abort the deletion (cascade = false) if the EPerson is
     * referenced within DSpace.
     *
     * @throws SQLException
     * @throws AuthorizeException
     * @throws IOException
     */","/**
 * Retrieves the count of search results for the given query using the specified metadata fields.
 * 
 * @param context the application context
 * @param query the search query
 * @return the count of search results
 * @throws SQLException if an error occurs while executing the query
 */",ok,0.2027,0.1486,0.8149
v2_structured,8,apache/kafka,"    /**
     * Get metadata about partitions for all topics that the user is authorized to view. This method will issue a
     * remote call to the server.
     *
     * @param timeout The maximum time this operation will block
     *
     * @return The map of topics and its partitions
     * @throws org.apache.kafka.common.errors.TimeoutException if time spent blocking exceeds the {@code timeout}
     * @throws org.apache.kafka.common.errors.WakeupException if {@link #wakeup()} is called before or while this
     *             function is called
     * @throws org.apache.kafka.common.errors.InterruptException if the calling thread is interrupted before or while
     *             this function is called
     * @throws org.apache.kafka.common.errors.TimeoutException if the topic metadata could not be fetched before
     *             expiration of the configured request timeout
     * @throws org.apache.kafka.common.KafkaException for any other unrecoverable errors
     */","/**
 * Retrieves the committed offset and metadata for the specified topic partition.
 * 
 * @param partition the topic partition for which to retrieve the committed offset and metadata
 * @return the committed offset and metadata for the specified topic partition
 * @throws KafkaException if an error occurs while fetching committed offsets or releasing resources
 */",ok,0.2938,0.1695,0.8237
v2_structured,9,ReactiveX/RxJava,"    /**
     * Assert that the TestSubscriber contains the given first and optional rest values exactly
     * and if so, clears the internal list of values.
     * <p>
     * <code><pre>
     * TestSubscriber ts = new TestSubscriber();
     * 
     * ts.onNext(1);
     * 
     * ts.assertAndConsume(1);
     * 
     * ts.onNext(2);
     * ts.onNext(3);
     * 
     * ts.assertAndConsume(2, 3); // no mention of 1
     * </pre></code>
     * @param expectedFirstValue the expected first value
     * @param expectedRestValues the optional rest values
     */","/**
 * Asserts that the iterator has the specified values and consumes them.
 * 
 * @param expectedFirstValue the expected first value in the iterator
 * @param expectedRestValues the expected rest values in the iterator
 * @throws AssertionError if the iterator does not match the expected values
 */",ok,0.3883,0.3301,0.8378
v2_structured,10,sleuthkit/autopsy,"    /**
     * Verify the wireless network name is valid
     *
     * SSIDs for wireless networks can be at most 32 characters, are case
     * sensitive, and allow special characters.
     *
     * @param data The string to normalize and validate
     *
     * @return the unmodified data if the data was a valid length to be an SSID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid SSID
     */","/**
 * Normalizes the given USB ID data, throwing an exception if the data cannot be normalized.
 * 
 * @param data the USB ID data to be normalized
 * @return the normalized USB ID data
 * @throws CorrelationAttributeNormalizationException if the data cannot be normalized
 */",ok,0.4211,0.3158,0.8433
v2_structured,11,ome/bioformats,"  /**
   * Read named table from a pre-initialized .mdb files.
   * Each String[] in a table represents a row, and each element of the String[]
   * represents the value of a particular column within the row.
   *
   * The first row in the table contains the names for each column.
   *
   * {@link #initialize(String)} must be called before calling parseTable.
   *
   * @param name table name
   * @return table data or null if the named table does not exist
   * @throws IOException if there is a problem reading the table data
   */","/**
 * Parses the database into a hierarchical structure of tables, where each table is a Vector of rows, and each row is a Vector of column values.
 *
 * @param  none  This method does not take any parameters.
 *
 * @return A Vector of Vector of String arrays, where each inner Vector represents a table and each String array represents a row in the table.
 *
 * @throws IOException If an I/O error occurs while parsing the database.",ok,0.4706,0.2614,0.8672
v2_structured,12,apache/kafka,"    /**
     * Get the consumer's current lag on the partition. Returns an ""empty"" {@link OptionalLong} if the lag is not known,
     * for example if there is no position yet, or if the end offset is not known yet.
     *
     * <p>
     * This method uses locally cached metadata and never makes a remote call.
     *
     * @param topicPartition The partition to get the lag for.
     *
     * @return This {@code Consumer} instance's current lag for the given partition.
     *
     * @throws IllegalStateException if the {@code topicPartition} is not assigned
     **/","/**
 * Retrieves the end offsets for the specified topic partitions within the given timeout duration.
 * 
 * @param partitions a collection of topic partitions for which to retrieve the end offsets
 * @param timeout the duration within which to retrieve the end offsets
 * @return a map of topic partitions to their corresponding end offsets
 * @throws TimeoutException if the operation times out
 * @throws KafkaException if an error occurs while retrieving the end offsets
 */",ok,0.3243,0.2297,0.8315
v2_structured,13,realm/realm-java,"    /**
     * Asynchronously returns a distinct set of objects of a specific class. If the result is
     * sorted, the first object will be returned in case of multiple occurrences, otherwise it is
     * undefined which object is returned.
     *
     * @param fieldName the field name.
     * @return immediately a {@link RealmResults}. Users need to register a listener
     * {@link io.realm.RealmResults#addChangeListener(RealmChangeListener)} to be notified when the
     * query completes.
     * @throws IllegalArgumentException if a field is null, does not exist, is an unsupported type,
     * is not indexed, or points to linked fields.
     */","/**
 * Returns a collection of unique objects from the underlying collection, 
 * filtered by the specified field name.
 * 
 * @param fieldName the name of the field to use for filtering uniqueness
 * @return a RealmResults object containing the unique objects
 * @throws IllegalArgumentException if the field name is null or empty
 * @throws IllegalStateException if the collection is not yet loaded
 */",ok,0.4255,0.3121,0.8557
v2_structured,14,realm/realm-java,"    /**
     * Returns a distinct set of objects from a specific class. When multiple distinct fields are
     * given, all unique combinations of values in the fields will be returned. In case of multiple
     * matches, it is undefined which object is returned. Unless the result is sorted, then the
     * first object will be returned.
     *
     * @param firstFieldName first field name to use when finding distinct objects.
     * @param remainingFieldNames remaining field names when determining all unique combinations of field values.
     * @return a non-null {@link RealmResults} containing the distinct objects.
     * @throws IllegalArgumentException if field names is empty or {@code null}, does not exist,
     * is an unsupported type, or points to a linked field.
     */","/**
 * Returns a new RealmResults containing unique objects based on the specified field.
 * 
 * @param fieldName the name of the field to use for uniqueness
 * @return a new RealmResults containing unique objects
 * @throws IllegalArgumentException if the specified field is not a valid field in the collection
 * @throws IllegalStateException if the collection is not in a valid state for this operation
 */",ok,0.3976,0.2892,0.8451
v2_structured,15,DSpace/DSpace,"    /**
     * This method will generate a short lived token to be used for bitstream downloads among other things.
     *
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     *
     * Example:
     * <pre>
     * {@code
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     * }
     * </pre>
     * @param request The StandardMultipartHttpServletRequest
     * @return        The created short lived token
     */","/**
 * Obtains a short-lived authentication token for the given HTTP request.
 * 
 * @param request the HTTP request to obtain the authentication token for
 * @return the short-lived authentication token as a resource
 * @throws Exception if an error occurs while obtaining the authentication token or converting it to a resource
 */",ok,0.2883,0.2523,0.8103
v2_structured,16,vaadin/flow,"    /**
     * Runs the Vite build
     *
     * @param adapter
     *            - the PluginAdapterBase.
     * @throws TimeoutException
     *             - while run webpack
     * @throws InterruptedException
     *             - while run webpack
     * @throws IOException
     *             - while run webpack
     * @throws URISyntaxException
     *             - while parsing nodeDownloadRoot()) to URI
     */","/**
 * Runs the Webpack frontend build tool using the provided plugin adapter.
 * 
 * @param adapter the plugin adapter to use for running the build tool
 * @throws IOException if an I/O error occurs during the build process
 * @throws InterruptedException if the build process is interrupted
 * @throws TimeoutException if the build process times out
 * @throws URISyntaxException if a URI syntax error occurs during the build process
 */",ok,0.3871,0.2796,0.8215
v2_structured,17,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","/**
 * Retrieves a collection of Persona objects from the database based on a partial account identifier.
 * 
 * @param partialName the partial account identifier to search for
 * @return a collection of Persona objects matching the search criteria
 * @throws CentralRepoException if an error occurs while executing the database query
 */",ok,0.4038,0.3462,0.8487
v2_structured,18,sleuthkit/autopsy,"    /**
     * Convert a geo result taken from the Geolocation and convert to a stream
     * of tuples where each tuple represents a point with the closest city and
     * the time stamp in seconds from epoch.
     *
     * @param geoResult The result from the Geolocation API.
     * @param cityMapper The means of mapping a point to the closest city.
     * @return A list of tuples where each tuple represents a point to be
     * counted with a combination of the closest city and the timestamp.
     * @throws IOException
     */","/**
 * Initializes a GeolocationSummary instance with a ClosestCityMapper and a SleuthkitCaseProvider.
 * 
 * @param cityMapper a supplier of ClosestCityMapper instances that may throw IOExceptions
 * @param provider the SleuthkitCaseProvider instance to use
 */",ok,0.2617,0.1682,0.8338
v2_structured,19,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","/**
 * Retrieves a collection of personas whose account unique identifiers match the given partial name.
 * 
 * @param partialName the partial name to search for in account unique identifiers
 * @return a collection of personas matching the search criteria
 * @throws CentralRepoException if an error occurs while executing the database query
 */",ok,0.4762,0.381,0.8528
v2_structured,20,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Retrieves the integer value associated with a given string key from a predefined map.
 * 
 * @param key the string key to look up in the map
 * @return the integer value associated with the given key, or null if the key is not found
 * @throws NullPointerException if the input key is null
 * @throws ClassCastException if the key is not a string
 */",ok,0.1899,0.1453,0.7822
v2_structured,21,openjdk/jdk,"    /**
     * Creates a new List from a trusted array, checking for and rejecting null
     * elements.
     *
     * <p>A trusted array has no references retained by the caller. It can therefore be
     * safely reused as the List's internal storage, avoiding a defensive copy. Declared
     * with Object... instead of E... as the parameter type so that varargs calls don't
     * accidentally create an array of type other than Object[].
     *
     * @param <E> the List's element type
     * @param input the input array
     * @return the new list
     */","/**
 * Creates a copy of the specified collection, handling edge cases where the collection is an instance of AbstractImmutableList.
 * 
 * @param coll the collection to copy
 * @return a copy of the specified collection
 * @throws ClassCastException if the collection is not a Collection or if the collection is a SubList instance of AbstractImmutableList
 * @throws NullPointerException if the collection is null
 */",ok,0.259,0.1583,0.8253
v2_structured,22,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Creates a new instance of a batch message acker with the specified batch size.
 * 
 * @param batchSize the size of the batch
 * @return a new instance of a batch message acker
 * @throws IllegalArgumentException if the batch size is less than 1
 */",ok,0.1125,0.1,0.7889
v2_structured,23,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Initializes a new instance of the KeyValue class with the specified key and value.
 * 
 * @param key the key associated with the value
 * @param value the value associated with the key
 * @throws NullPointerException if the key or value is null
 */",ok,0.1761,0.1258,0.7908
v2_structured,24,VoltDB/voltdb,"    /**
    * This method parses a batch of SQL statements passed in as a string
    * and verifies that they're all DDL statements.  If there are any statements
    * that are not allowed in a DDL batch, this method will indicate the position
    * and text of the first such statement.
    *
    * @param batch  A string containing one or more SQL statements
    * @return Optional.absent() if all valid statements, or an
    *   optional pair:
    *     first  - the offset of the first invalid statement in the batch
    *              (0 if it's the first stmt, 1 if it's the second, etc)
    *     second - the text of the invalid statement
    */","/**
 * Finds the first non-DDL or non-load/remove classes statement in a given DDL batch.
 * 
 * @param batch the DDL batch to search
 * @return the index and statement of the first invalid statement, or an empty Optional if the batch is valid
 * @throws NullPointerException if the batch is null
 */",ok,0.4161,0.255,0.8447
v3_template,0,apache/flink,"	/**
	 * Configures how to partition records from Flink's partitions into Kafka's partitions.
	 *
	 * <p>This strategy ensures that each Flink partition ends up in one Kafka partition.
	 *
	 * <p>Note: One Kafka partition can contain multiple Flink partitions. Examples:
	 *
	 * <p>More Flink partitions than Kafka partitions. Some (or all) Kafka partitions contain
	 * the output of more than one flink partition:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    --------------/
	 *         3    -------------/
	 *         4    ------------/
	 * </pre>
	 *
	 *
	 * <p>Fewer Flink partitions than Kafka partitions:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    ----------------&gt;    2
	 *                                      3
	 *                                      4
	 *                                      5
	 * </pre>
	 *
	 * @see org.apache.flink.streaming.connectors.kafka.partitioner.FlinkFixedPartitioner
	 */","/**
 * Starts the Kafka instance from a specific offset for the given partition.
 * 
 * @param partition the partition number
 * @param specificOffset the specific offset to start from
 * @return this instance for method chaining
 */",ok,0.1203,0.0752,0.7661
v3_template,1,sleuthkit/autopsy,"    /**
     * Verify the ICCID (Integrated Circuit Card Identifier) number and
     * normalize format.
     *
     * E.118 defines as up to 22 digits long including luhn check digit while
     * GSM Phase 1 defines it as a 20 digit operator specific structure. They
     * begin with 89 which is the ISO 7812 Major Industry Identifier for
     * telecommunication, followed by a contry code of 1-3 digits as definted by
     * ITU-T E.164, followed by issuer identifier 1-4 digits, followed by 1 luhn
     * checksum digit (sometimes omitted). The hexidecimal digit F is used as
     * filler when necessary in GSM Phase 1 specification.
     *
     * 18 digits appears to be the shortest ICCID in use.
     *
     * @param data The string to normalize and validate
     *
     * @return the data with common number seperators removed and lower cased if
     *         the data was determined to be a possible ICCID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid ICCID
     */","/**
 * Normalizes the given USB ID data.
 * 
 * @param data the USB ID data to be normalized
 * @return the normalized USB ID data
 * @throws CorrelationAttributeNormalizationException if the normalization process fails
 */",ok,0.1954,0.1609,0.807
v3_template,2,realm/realm-java,"    /**
     * Links the current user with a new user identity represented by the given credentials.
     * <p>
     * Linking a user with more credentials, mean the user can login either of these credentials.
     * It also makes it possible to ""upgrade"" an anonymous user by linking it with e.g.
     * Email/Password credentials.
     * <pre>
     * {@code
     * // Example
     * RealmApp app = new RealmApp(""app-id"")
     * RealmUser user = app.login(RealmCredentials.anonymous());
     * app.linkUser(RealmCredentials.emailPassword(""email"", ""password""));
     * }
     * </pre>
     * <p>
     * Note: It is not possible to link two existing users of MongoDB Realm. The provided credentials
     * must not have been used by another user.
     *
     * @param credentials the credentials to link with the current user.
     * @throws IllegalStateException if no user is currently logged in.
     * @return the {@link io.realm.RealmUser} the credentials were linked to.
     */","/**
 * Switches the current user to the specified RealmUser instance.
 * 
 * @param user the RealmUser instance to switch to
 * @return the switched RealmUser instance
 * @throws NullPointerException if the user parameter is null
 */",ok,0.2436,0.1795,0.8267
v3_template,3,apache/flink,"	/**
	 * Reads all the bytes from a file. The method ensures that the file is
	 * closed when all bytes have been read or an I/O error, or other runtime
	 * exception, is thrown.
	 *
	 * <p>This is an implementation that follow {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)},
	 * and the difference is that it limits the size of the direct buffer to avoid
	 * direct-buffer OutOfMemoryError. When {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)}
	 * or other interfaces in java API can do this in the future, we should remove it.
	 *
	 * @param path
	 *        the path to the file
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated, for
	 *         example the file is larger that {@code 2GB}
	 */","/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read
 * @param charsetName the name of the character set to use for decoding
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.3333,0.2727,0.8452
